date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,Inflation_USD,Inflation_Local,GDP
2020-07-01,POL,PLN,Poland,11.0,3.94345,2.78943564645171,-0.016530223816989233,0.01851851851851845,15816.819050319
2000-04-01,THA,THB,Thailand,55.0,38.0,1.4473684210526299,,,2004.1070589103101
2001-04-01,THA,THB,Thailand,55.0,45.5,1.2087912087912098,-0.16483516483516314,0.0,1889.9714107983398
2002-04-01,THA,THB,Thailand,55.0,43.3,1.2702078521940001,0.05080831408776284,0.0,2091.1789031213298
2003-04-01,THA,THB,Thailand,59.0,42.7,1.38173302107728,0.08780072386629094,0.07272727272727272,2350.84549582551
2004-05-01,THA,THB,Thailand,59.0,40.8,1.44607843137255,0.04656862745098371,0.0,2647.26073263886
2005-06-01,THA,THB,Thailand,60.0,40.53,1.4803849000740201,0.023723795305423324,0.01694915254237288,2876.2457729313896
2006-05-01,THA,THB,Thailand,60.0,38.445,1.5606710885680801,0.05423332032773749,0.0,3343.78595174831
2007-06-01,THA,THB,Thailand,62.0,34.455,1.7994485560876499,0.15299666231316472,0.03333333333333333,3934.69090919863
2008-06-01,THA,THB,Thailand,62.0,33.36,1.8585131894484401,0.03282374100719402,0.0,4327.79747040393
2009-07-01,THA,THB,Thailand,64.49,34.165,1.88760427337919,0.01565287999886801,0.04016129032258056,4154.1874470784205
2010-07-01,THA,THB,Thailand,70.0,32.305,2.16684723726977,0.1479351195739131,0.08543960303923097,4996.37209760091
2011-07-01,THA,THB,Thailand,70.0,29.75,2.35294117647059,0.08588235294117867,0.0,5396.64358573682
2012-07-01,THA,THB,Thailand,82.0,31.7,2.58675078864353,0.09936908517349935,0.17142857142857143,5748.632720621579
2013-07-01,THA,THB,Thailand,89.0,31.275,2.8457234212629903,0.1001150299272793,0.08536585365853659,6041.13394794203
2014-07-01,THA,THB,Thailand,99.0,31.78,3.1151667715544398,0.09468360427376496,0.11235955056179775,5822.37778295314
2015-07-01,THA,THB,Thailand,108.0,34.0875,3.1683168316831702,0.017061706170616694,0.09090909090909091,5708.79409105798
2016-07-01,THA,THB,Thailand,119.0,34.965,3.4034034034034,0.07419919919919746,0.10185185185185185,5854.4639077194
2017-07-01,THA,THB,Thailand,119.0,34.0365,3.4962466763621403,0.027279538142876952,0.0,6436.78965986703
2018-07-01,THA,THB,Thailand,119.0,33.17,3.5875791377751,0.026123002713295856,0.0,7124.55881041403
2019-07-09,THA,THB,Thailand,119.0,30.8275,3.8601897656313398,0.07598734895791147,0.0,7628.576033073509
2020-07-01,THA,THB,Thailand,128.0,31.385,4.0783813923849,0.05652354935920478,0.07563025210084033,7001.8502868367295
2000-04-01,CHN,CNY,China,9.9,8.28,1.19565217391304,,,959.360431369138
2001-04-01,CHN,CNY,China,9.9,8.28,1.19565217391304,0.0,0.0,1053.11231442789
2002-04-01,CHN,CNY,China,10.5,8.28,1.26811594202899,0.060606060606067554,0.060606060606060566,1148.51425710711
2003-04-01,CHN,CNY,China,9.9,8.28,1.19565217391304,-0.057142857142863324,-0.057142857142857106,1288.63749134336
2004-05-01,CHN,CNY,China,10.4,8.28,1.256038647343,0.05050505050505775,0.050505050505050504,1508.66791560781
2005-06-01,CHN,CNY,China,10.5,8.2764,1.26866753661012,0.010054538762668595,0.009615384615384581,1753.41419160544
2006-05-01,CHN,CNY,China,10.5,8.026,1.30824819337154,0.031198604535258613,0.0,2099.2194300499
2007-06-01,CHN,CNY,China,11.0,7.6047,1.4464738911462598,0.10565709050856223,0.047619047619047616,2693.95873160283
2008-06-01,CHN,CNY,China,12.5,6.834,1.8290898448931798,0.2645163221326557,0.13636363636363635,3468.32706307504
2009-07-01,CHN,CNY,China,12.5,6.8327,1.82943785033735,0.00019026153643675415,0.0,3832.2274569094
2010-07-01,CHN,CNY,China,13.2,6.7769,1.9477932387965,0.06469494901798664,0.055999999999999946,4550.47394356715
2011-07-01,CHN,CNY,China,14.65,6.445,2.27307990690458,0.16700266826527627,0.10984848484848493,5614.38602225277
2012-07-01,CHN,CNY,China,15.65,6.3885,2.4497143304375095,0.07770708939725117,0.06825938566552901,6300.58217951734
2013-07-01,CHN,CNY,China,16.0,6.1341,2.60836960597317,0.06476480688559522,0.022364217252396144,7020.3860742288
2014-07-01,CHN,CNY,China,16.9,6.1983,2.72655405514415,0.04530970185373164,0.05624999999999991,7636.07434020616
2015-07-01,CHN,CNY,China,17.0,6.2092,2.73787283385943,0.004151312787628399,0.005917159763313694,8016.445594899979
2016-07-01,CHN,CNY,China,18.6,6.678,2.7852650494159903,0.017309867343164462,0.09411764705882361,8094.39016735149
2017-07-01,CHN,CNY,China,19.8,6.7875,2.9171270718232,0.0473427196578144,0.06451612903225802,8817.04560829162
2018-07-01,CHN,CNY,China,20.5,6.622000000000001,3.09574146783449,0.0612295562084158,0.03535353535353532,9905.40638304527
2019-07-09,CHN,CNY,China,21.0,6.8846,3.0502861458908304,-0.014683177654190974,0.024390243902439025,10143.8602206165
2020-07-01,CHN,CNY,China,21.7,7.0035,3.09845077461269,0.015790200138024558,0.0333333333333333,10408.7195541075
2000-04-01,AUS,AUD,Australia,2.59,1.68,1.5416666666666698,,,21870.4159669594
2001-04-01,AUS,AUD,Australia,3.0,1.98,1.51515151515152,-0.017199017199016068,0.15830115830115837,19695.7297379144
2002-04-01,AUS,AUD,Australia,3.0,1.86,1.61290322580645,0.06451612903225355,0.0,20301.8431713256
2003-04-01,AUS,AUD,Australia,3.0,1.61,1.86335403726708,0.1552795031055908,0.0,23718.1338501868
2004-05-01,AUS,AUD,Australia,3.25,1.43,2.2727272727272703,0.21969696969696884,0.08333333333333333,30836.7306824685
2005-06-01,AUS,AUD,Australia,3.25,1.3015,2.4971187091817098,0.09873223203995347,0.0,34479.767929838796
2006-05-01,AUS,AUD,Australia,3.25,1.33253,2.4389694791111602,-0.023286530134406243,0.0,36595.7071548423
2007-06-01,AUS,AUD,Australia,3.45,1.17,2.94871794871795,0.20900157790927276,0.06153846153846159,41051.6120652288
2008-06-01,AUS,AUD,Australia,3.45,1.026,3.36257309941521,0.1403508771929839,0.0,49701.2817843335
2009-07-01,AUS,AUD,Australia,4.34,1.2869,3.37244541145388,0.0029359397541088472,0.2579710144927535,42816.567400282904
2010-07-01,AUS,AUD,Australia,4.35,1.133722578,3.8369175002881497,0.13772560624903724,0.002304147465437739,52147.0241942843
2011-07-01,AUS,AUD,Australia,4.56,0.9223815890000001,4.9437240014121695,0.28846241834516884,0.04827586206896551,62609.6607161044
2012-07-01,AUS,AUD,Australia,4.56,0.9743264970000001,4.68015599908292,-0.05331365631535296,0.0,68078.0442283168
2013-07-01,AUS,AUD,Australia,5.035,1.089858863,4.61986425117506,-0.012882422705498222,0.1041666666666668,68198.4193446869
2014-07-01,AUS,AUD,Australia,5.1,1.059378145,4.81414500013119,0.04205334581134387,0.012909632571995929,62558.243878633206
2015-07-01,AUS,AUD,Australia,5.3,1.35126005,3.9222649999901895,-0.18526238825724942,0.03921568627450984,56758.8692027821
2016-07-01,AUS,AUD,Australia,5.75,1.335737661,4.3047375003975406,0.09751317170265336,0.08490566037735853,49918.7939327254
2017-07-01,AUS,AUD,Australia,5.9,1.303016483,4.52795500055083,0.05185391679113428,0.02608695652173919,53954.553494614
2018-07-01,AUS,AUD,Australia,6.05,1.33985395591881,4.51541749999998,-0.002768910148030287,0.02542372881355923,57273.5204750079
2019-07-09,AUS,AUD,Australia,6.15,1.4436263894904,4.260105,-0.05654239059842887,0.016528925619834798,55049.571919719005
2020-07-01,AUS,AUD,Australia,6.55,1.43061516452074,4.57845000000001,0.07472703137598947,0.06504065040650397,51868.247556782306
2000-04-01,MEX,MXN,Mexico,20.9,9.41,2.2210414452709903,,,7581.8456414700295
2001-04-01,MEX,MXN,Mexico,21.9,9.29,2.35737351991389,0.06138204891816677,0.04784688995215311,8009.15833972447
2002-04-01,MEX,MXN,Mexico,21.9,9.28,2.35991379310345,0.0010775862068955718,0.0,8032.992120585391
2003-04-01,MEX,MXN,Mexico,23.0,10.53,2.18423551756885,-0.07444266652790352,0.05022831050228317,7473.932373569341
2004-05-01,MEX,MXN,Mexico,24.0,11.6,2.06896551724138,-0.05277361319340271,0.043478260869565216,7883.5231908284995
2005-06-01,MEX,MXN,Mexico,28.0,10.8675,2.5764895330112703,0.24530327428878027,0.16666666666666666,8702.11448264527
2006-05-01,MEX,MXN,Mexico,29.0,11.3031,2.56566782564075,-0.004200175173183214,0.03571428571428571,9545.28672703153
2007-06-01,MEX,MXN,Mexico,29.0,10.76755,2.6932774865219997,0.049737405445064026,0.0,10178.442238810501
2008-06-01,MEX,MXN,Mexico,32.0,10.1685,3.1469734965825804,0.16845498183199353,0.10344827586206896,10589.9518729134
2009-07-01,MEX,MXN,Mexico,33.0,13.8104,2.38950356253258,-0.2406979070121074,0.03125,8495.65308003777
2010-07-01,MEX,MXN,Mexico,32.0,12.782,2.50352057580973,0.04771577455038655,-0.030303030303030304,9823.16407459477
2011-07-01,MEX,MXN,Mexico,32.0,11.67075,2.74189747873958,0.09521667416404193,0.0,10766.6099402311
2012-07-01,MEX,MXN,Mexico,37.0,13.687000000000001,2.70329509753781,-0.014078710637829837,0.15625,10842.7330894856
2013-07-01,MEX,MXN,Mexico,37.0,12.94115,2.8590967572433703,0.057633981524054134,0.0,11317.491060480901
2014-07-01,MEX,MXN,Mexico,42.0,12.93255,3.2476193790087797,0.13588998720701143,0.13513513513513514,11490.0216914226
2015-07-01,MEX,MXN,Mexico,49.0,15.73975,3.1131371209834997,-0.041409488714877034,0.16666666666666666,10098.173182095
2016-07-01,MEX,MXN,Mexico,44.0,18.535,2.37388724035608,-0.2374613940531719,-0.10204081632653061,9152.73722379028
2017-07-01,MEX,MXN,Mexico,49.0,17.79075,2.75424026530641,0.16022371176032682,0.11363636363636363,9693.330090824871
2018-07-01,MEX,MXN,Mexico,49.0,19.0515,2.57197595989817,-0.0661758916620744,0.0,10130.3206976172
2019-07-09,MEX,MXN,Mexico,50.0,18.89525,2.6461676876463702,0.028846197983568116,0.02040816326530612,10434.5676193955
2020-07-01,MEX,MXN,Mexico,50.0,22.436,2.2285612408629,-0.15781556427170712,0.0,8895.615216059408
2000-04-01,TWN,TWD,Taiwan,70.0,30.6,2.28758169934641,,,
2001-04-01,TWN,TWD,Taiwan,70.0,32.9,2.1276595744680904,-0.06990881458966527,0.0,
2002-04-01,TWN,TWD,Taiwan,70.0,34.8,2.01149425287356,-0.05459770114942905,0.0,
2003-04-01,TWN,TWD,Taiwan,70.0,34.8,2.01149425287356,0.0,0.0,
2004-05-01,TWN,TWD,Taiwan,75.0,33.4,2.24550898203593,0.11633875106929258,0.07142857142857142,
2005-06-01,TWN,TWD,Taiwan,75.0,31.175,2.4057738572574197,0.07137129109863669,0.0,
2006-05-01,TWN,TWD,Taiwan,75.0,32.141,2.3334681559379,-0.030055069848480397,0.0,
2007-06-01,TWN,TWD,Taiwan,75.0,32.7705,2.2886437497139203,-0.019209349872599008,0.0,
2008-06-01,TWN,TWD,Taiwan,75.0,30.3625,2.4701523260601097,0.07930835734870399,0.0,
2009-07-01,TWN,TWD,Taiwan,75.0,33.1755,2.2607044355021,-0.08479148769423409,0.0,
2010-07-01,TWN,TWD,Taiwan,75.0,32.1055,2.336048340627,0.033327622992948135,0.0,
2011-07-01,TWN,TWD,Taiwan,75.0,28.834,2.60109592841784,0.11345980439758398,0.0,
2012-07-01,TWN,TWD,Taiwan,75.0,30.1955,2.4838138133165497,-0.04508950009107468,0.0,
2013-07-01,TWN,TWD,Taiwan,79.0,30.0285,2.63083404099439,0.05919132379794987,0.05333333333333334,
2014-07-01,TWN,TWD,Taiwan,79.0,29.982,2.6349142819024802,0.0015509305583364637,0.0,
2015-07-01,TWN,TWD,Taiwan,79.0,31.02,2.5467440361057405,-0.03346228239845373,0.0,
2016-07-01,TWN,TWD,Taiwan,69.0,32.029,2.1542976677386103,-0.15409729552846035,-0.12658227848101267,
2017-07-01,TWN,TWD,Taiwan,69.0,30.4775,2.26396522024444,0.050906406365350945,0.0,
2018-07-01,TWN,TWD,Taiwan,69.0,30.3725,2.27179191703021,0.0034570746563522894,0.0,
2019-07-09,TWN,TWD,Taiwan,72.0,31.171999999999997,2.3097651738739904,0.016715112224459747,0.043478260869565216,
2020-07-01,TWN,TWD,Taiwan,72.0,29.4565,2.44428224670277,0.05823841936414886,0.0,
2000-04-01,ZAF,ZAR,South Africa,9.0,6.72,1.33928571428571,,,3241.66139605189
2001-04-01,ZAF,ZAR,South Africa,9.7,8.13,1.1931119311193101,-0.10914309143091223,0.0777777777777777,2867.47249671099
2002-04-01,ZAF,ZAR,South Africa,9.7,10.9,0.8899082568807339,-0.2541284403669718,0.0,2708.4233331834303
2003-04-01,ZAF,ZAR,South Africa,13.95,7.56,1.8452380952381,1.0735149729995144,0.43814432989690727,4095.6837002303205
2004-05-01,ZAF,ZAR,South Africa,12.4,6.66,1.86186186186186,0.00900900900900544,-0.11111111111111104,5268.278576217021
2005-06-01,ZAF,ZAR,South Africa,13.95,6.6482,2.0983123251406397,0.1269967810836027,0.12499999999999992,5893.187075872329
2006-05-01,ZAF,ZAR,South Africa,13.95,6.597,2.11459754433834,0.007761103531910484,0.0,6139.581617666639
2007-06-01,ZAF,ZAR,South Africa,15.5,6.971,2.22349734614833,0.051499067565627436,0.11111111111111117,6662.06278541847
2008-06-01,ZAF,ZAR,South Africa,16.95,7.56325,2.24110005619277,0.00791667688514773,0.09354838709677414,6251.87742691265
2009-07-01,ZAF,ZAR,South Africa,17.95,8.2805,2.16774349375038,-0.03273239061312136,0.058997050147492625,6444.186840445191
2010-07-01,ZAF,ZAR,South Africa,18.45,7.5365,2.44808598155643,0.12932456658930344,0.02785515320334262,8059.56279824609
2011-07-01,ZAF,ZAR,South Africa,19.45,6.76885,2.87345708650657,0.17375660338518822,0.05420054200542006,8737.041269424351
2012-07-01,ZAF,ZAR,South Africa,19.95,8.4683,2.35584473861342,-0.18013575018182773,0.02570694087403599,8173.869138171601
2013-07-01,ZAF,ZAR,South Africa,22.5,10.04725,2.23941874642315,-0.04942006163733643,0.1278195488721805,7441.230853996751
2014-07-01,ZAF,ZAR,South Africa,24.5,10.5145,2.33011555471016,0.04050015586940722,0.08888888888888889,6965.137897369301
2015-07-01,ZAF,ZAR,South Africa,26.0,12.41455,2.0943167492982,-0.1011961852858799,0.061224489795918366,6204.92990145846
2016-07-01,ZAF,ZAR,South Africa,30.0,14.27375,2.10176022418776,0.0035541304303918094,0.15384615384615385,5735.066787178421
2017-07-01,ZAF,ZAR,South Africa,30.0,13.27,2.26073850791259,0.07564054257724304,0.0,6734.475153124929
2018-07-01,ZAF,ZAR,South Africa,31.0,13.3619,2.32002933714517,0.026226310130544394,0.03333333333333333,7067.72416483846
2019-07-09,ZAF,ZAR,South Africa,31.0,14.175,2.18694885361552,-0.05736155202822014,0.0,6702.52661671812
2020-07-01,ZAF,ZAR,South Africa,31.0,16.6725,1.8593492277702799,-0.14979757085020262,0.0,5753.06649434631
2000-04-01,USA,USD,United States,2.51,1.0,2.51,,,36329.9702595751
2001-04-01,USA,USD,United States,2.54,1.0,2.54,0.011952191235059861,0.011952191235059861,37133.6203973517
2002-04-01,USA,USD,United States,2.49,1.0,2.49,-0.01968503937007867,-0.01968503937007867,37997.7424300242
2003-04-01,USA,USD,United States,2.71,1.0,2.71,0.08835341365461837,0.08835341365461837,39490.3023903176
2004-05-01,USA,USD,United States,2.9,1.0,2.9,0.07011070110701105,0.07011070110701105,41724.6411982614
2005-06-01,USA,USD,United States,3.06,1.0,3.06,0.055172413793103496,0.055172413793103496,44123.399647002596
2006-05-01,USA,USD,United States,3.1,1.0,3.1,0.013071895424836612,0.013071895424836612,46301.987648551905
2007-06-01,USA,USD,United States,3.41,1.0,3.41,0.10000000000000002,0.10000000000000002,48050.227412195
2008-06-01,USA,USD,United States,3.57,1.0,3.57,0.04692082111436941,0.04692082111436941,48570.0594269601
2009-07-01,USA,USD,United States,3.57,1.0,3.57,0.0,0.0,47194.950089387195
2010-07-01,USA,USD,United States,3.733333333,1.0,3.733333333,0.04575163389355748,0.04575163389355748,48650.664322723205
2011-07-01,USA,USD,United States,4.065,1.0,4.065,0.0888392858115036,0.0888392858115036,50065.9789470675
2012-07-01,USA,USD,United States,4.3275,1.0,4.3275,0.06457564575645738,0.06457564575645738,51784.4114692048
2013-07-01,USA,USD,United States,4.556666667,1.0,4.556666667,0.05295590225303301,0.05295590225303301,53409.7507774372
2014-07-01,USA,USD,United States,4.795,1.0,4.795,0.05230431594350369,0.05230431594350369,55304.3155317137
2015-07-01,USA,USD,United States,4.79,1.0,4.79,-0.0010427528675703635,-0.0010427528675703635,57040.208213660495
2016-07-01,USA,USD,United States,5.04,1.0,5.04,0.05219206680584551,0.05219206680584551,58206.6141931844
2017-07-01,USA,USD,United States,5.3,1.0,5.3,0.05158730158730154,0.05158730158730154,60322.2614241747
2018-07-01,USA,USD,United States,5.51,1.0,5.51,0.03962264150943395,0.03962264150943395,63201.0458483771
2019-07-09,USA,USD,United States,5.74,1.0,5.74,0.04174228675136124,0.04174228675136124,65548.07078475719
2020-07-01,USA,USD,United States,5.71,1.0,5.71,-0.005226480836236977,-0.005226480836236977,64317.398912504
2000-04-01,HUN,HUF,Hungary,339.0,279.0,1.21505376344086,,,4624.2816567029495
2001-04-01,HUN,HUF,Hungary,399.0,303.0,1.31683168316832,0.08376412862525469,0.17699115044247787,5276.0331890549605
2002-04-01,HUN,HUF,Hungary,459.0,272.0,1.6875,0.28148496240601195,0.15037593984962405,6655.33300865319
2003-04-01,HUN,HUF,Hungary,490.0,224.0,2.1875,0.2962962962962963,0.06753812636165578,8419.43087098103
2004-05-01,HUN,HUF,Hungary,530.0,211.0,2.51184834123223,0.14827352742044805,0.08163265306122448,10301.703394674301
2005-06-01,HUN,HUF,Hungary,530.0,203.643,2.6025937547571,0.03612694764858027,0.0,11223.3993032598
2006-05-01,HUN,HUF,Hungary,560.0,206.3444,2.71390936705818,0.0427710287468468,0.05660377358490566,11489.5608654088
2007-06-01,HUN,HUF,Hungary,600.0,180.2106,3.3294378910008597,0.2268051142068534,0.07142857142857142,13940.9092761999
2008-06-01,HUN,HUF,Hungary,670.0,144.2578,4.64446289905988,0.394969076195535,0.11666666666666667,15772.330083938301
2009-07-01,HUN,HUF,Hungary,720.0,199.1577,3.61522552228711,-0.22160525321046384,0.07462686567164178,13077.305465178
2010-07-01,HUN,HUF,Hungary,740.0,221.96915,3.33379661092544,-0.07784546486151962,0.027777777777777776,13217.5045951108
2011-07-01,HUN,HUF,Hungary,760.0,188.0724,4.04099697775963,0.21213062744036934,0.02702702702702703,14234.471576937
2012-07-01,HUN,HUF,Hungary,830.0,238.2151,3.48424596089836,-0.13777565782044676,0.09210526315789473,12984.836573013301
2013-07-01,HUN,HUF,Hungary,860.0,228.46200000000002,3.7643021596589397,0.08037784987153186,0.03614457831325301,13715.0703590361
2014-07-01,HUN,HUF,Hungary,860.0,228.30615,3.76687180787727,0.0006826360130886011,0.0,14294.2584180751
2015-07-01,HUN,HUF,Hungary,900.0,282.8778,3.1815858296409303,-0.15537719574432865,0.046511627906976744,12717.038597002
2016-07-01,HUN,HUF,Hungary,900.0,285.6397,3.15082252221943,-0.009669174137908465,0.0,13104.699545745802
2017-07-01,HUN,HUF,Hungary,862.0,268.6239,3.20894752849616,0.018447565950425765,-0.042222222222222223,14621.2395956755
2018-07-01,HUN,HUF,Hungary,850.0,276.4302,3.07491728472504,-0.04176766450086883,-0.013921113689095127,16425.2050299693
2019-07-09,HUN,HUF,Hungary,900.0,290.5412,3.0976673876200698,0.007398606462698386,0.058823529411764705,16786.2136399075
2020-07-01,HUN,HUF,Hungary,900.0,311.37795,2.8903780759042204,-0.06691787263677437,0.0,16131.9540355923
2000-04-01,GBR,GBP,Britain,1.9,0.632911392,3.0020000019212802,,,28280.926786099
2001-04-01,GBR,GBP,Britain,1.99,0.699300699,2.84570000122365,-0.05206529000586218,0.04736842105263162,27906.569502964103
2002-04-01,GBR,GBP,Britain,1.99,0.689655172,2.8855000017313,0.013986014158391957,0.0,30077.741432188
2003-04-01,GBR,GBP,Britain,1.99,0.632911392,3.1442000020122896,0.08965517245737988,0.0,34442.6875402308
2004-05-01,GBR,GBP,Britain,1.88,0.558659218,3.3651999992596604,0.07028814868835657,-0.05527638190954779,40366.888665096805
2005-06-01,GBR,GBP,Britain,1.88,0.546448087,3.44040000271792,0.022346369747653486,0.0,42104.7884375024
2006-05-01,GBR,GBP,Britain,1.94,0.531801744,3.64797600212458,0.06033484456536294,0.03191489361702131,44512.459029686506
2007-06-01,GBR,GBP,Britain,1.99,0.49661063200000005,4.0071635034990605,0.0984621338422429,0.025773195876288683,50397.68549547059
2008-06-01,GBR,GBP,Britain,2.29,0.5010396570000001,4.5704965026351205,0.1405814857926703,0.15075376884422112,47396.1202078484
2009-07-01,GBR,GBP,Britain,2.29,0.620886626,3.6882740006063504,-0.19302552830313394,0.0,38744.131693043
2010-07-01,GBR,GBP,Britain,2.29,0.657375756,3.48354799990525,-0.05550726455448907,0.0,39598.957119545
2011-07-01,GBR,GBP,Britain,2.39,0.614137444,3.8916369997462703,0.11714751737370066,0.0436681222707424,42109.641879574905
2012-07-01,GBR,GBP,Britain,2.69,0.646266197,4.1623715002999,0.0695682820805953,0.12552301255230117,42497.340497432204
2013-07-01,GBR,GBP,Britain,2.69,0.669142494,4.02007049936362,-0.03418748204623911,0.0,43426.2981405143
2014-07-01,GBR,GBP,Britain,2.89,0.586785589,4.92513799618893,0.22513722009815063,0.07434944237918223,47439.6165895125
2015-07-01,GBR,GBP,Britain,2.89,0.640450877,4.512446002943019,-0.08379298073784977,0.0,44964.3911437292
2016-07-01,GBR,GBP,Britain,2.99,0.758840492,3.9402219985909803,-0.12681016104765216,0.034602076124567505,40985.2351382417
2017-07-01,GBR,GBP,Britain,3.19,0.775885479,4.11143150160695,0.04345174030224548,0.06688963210702331,40572.1214823783
2018-07-01,GBR,GBP,Britain,3.19,0.7538635506973241,4.231535,0.029212087893500698,0.0,43203.814105773905
2019-07-09,GBR,GBP,Britain,3.29,0.8021819348628271,4.101314,-0.03077393900794858,0.03134796238244517,42662.5353740311
2020-07-01,GBR,GBP,Britain,3.39,0.792550029720626,4.2773325,0.042917586900198236,0.030395136778115527,40217.009011698596
2000-04-01,DNK,DKK,Denmark,24.75,8.04,3.07835820895522,,,30743.547681635402
2001-04-01,DNK,DKK,Denmark,24.75,8.46,2.92553191489362,-0.04964539007091985,0.0,30751.654348268
